Repository,Branch,In-Scope(YES),Application
pru-pamb/pamb-us7-sqsenginecore-new,feature/Mar25,NO,
pru-pamb/pamb-us7-sqsenginecore-new,feature/Nov24,NO,
pru-pamb/pamb-us7-sqsenginecore-new,master,YES,"SI Regen, SQS Online "
pru-pamb/pamb-us7-sqsenginecore-new,sec_scan_test,NO,
pru-pamb/pamb-us7-sqsenginecore-new,feature/uat,YES,"SI Regen, SQS Online "
pru-pamb/pamb-us7-siregenproxy_cloud,09May2021,NO,
pru-pamb/pamb-us7-siregenproxy_cloud,June21,NO,
pru-pamb/pamb-us7-siregenproxy_cloud,hotfix/Foo-Chui-San_pru-patch-1,NO,
pru-pamb/pamb-us7-siregenproxy_cloud,master,YES,SI Regen
pru-pamb/pamb-us7-siregen_packaging_build,CICD,NO,
pru-pamb/pamb-us7-siregen_packaging_build,feature/UAT,YES,SI Regen
pru-pamb/pamb-us7-siregen_packaging_build,master,YES,SI Regen
pru-pamb/pamb-us7-siregen_jasper_reports,master,YES,SI Regen
pru-pamb/pamb-us7-siregen_elixir_reportserver_cloud,master,YES,SI Regen
pru-pamb/pamb-us7-siregen_cloud,Aug24,NO,
pru-pamb/pamb-us7-siregen_cloud,Jul21,NO,
pru-pamb/pamb-us7-siregen_cloud,July24,NO,
pru-pamb/pamb-us7-siregen_cloud,RTCLOUDSUPPORT-13421,NO,
pru-pamb/pamb-us7-siregen_cloud,bugfix/Oct24,NO,
pru-pamb/pamb-us7-siregen_cloud,bugfix/secScanning,NO,
pru-pamb/pamb-us7-siregen_cloud,bugfix/securityScanning,NO,
pru-pamb/pamb-us7-siregen_cloud,feature/Jan25,NO,
pru-pamb/pamb-us7-siregen_cloud,feature/Mar25,NO,
pru-pamb/pamb-us7-siregen_cloud,feature/Nov24,NO,
pru-pamb/pamb-us7-siregen_cloud,master,YES,SI Regen
pru-pamb/pamb-us7-siregen_cloud,may21,NO,
pru-pamb/pamb-us7-siregen_cloud,feature/uat,YES,SI Regen
pru-pamb/pamb-us7-siregen,UAT,YES,SI Regen
pru-pamb/pamb-us7-siregen,master,YES,SI Regen
pru-pamb/pamb-ucy-cap,SDLC00017599_Apache_Log4j_RCE_Vulnerability_enhc,NO,
pru-pamb/pamb-ucy-cap,SDLC00021450_IFRS_New_IL_PCS_GLES_File,NO,
pru-pamb/pamb-ucy-cap,feature/cap_maven,NO,
pru-pamb/pamb-ucy-cap,feature/master_maven,YES,CAP
pru-pamb/pamb-ucy-cap,feature/master_merged_maven,NO,
pru-pamb/pamb-ucy-cap,feature/uat_maven,YES,CAP
pru-pamb/pamb-ucy-cap,feature/uat_merged_maven,NO,
pru-pamb/pamb-ucy-cap,master_merge,NO,
pru-pamb/pamb-ucy-cap,master,NO,
pru-pamb/pamb-ucy-cap,uat_merge,NO,
pru-pamb/pamb-ucy-cap,uat,NO,
pru-pamb/pamb-ucd-uat_d2c-delete,Testing-Branch,,
pru-pamb/pamb-ucd-uat_d2c-delete,aakashkhadke_prudential.com.sg/Jenkinsfile-1655965035852,,
pru-pamb/pamb-ucd-uat_d2c-delete,aakashkhadke_prudential.com.sg/Jenkinsfile-1655976077983,,
pru-pamb/pamb-ucd-uat_d2c-delete,master,,
pru-pamb/pamb-ucd-uat_d2c-delete,nikhilnagesh.chodankar_prudential.com.my/Jenkinsfile-1652327320309,,
pru-pamb/pamb-ucd-uat_d2c,02516642,,
pru-pamb/pamb-ucd-uat_d2c,Duplicate-Billing,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-68--PAMBPRUKASIH-69--PAMBPRUKASIH-73--PAMBPRUKASIH-76--PAMBPRUKASIH-77--PAMBPRUKASIH-78,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-68,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-20240905,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-20240906,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-202409069,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-DSO,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-DSO-2,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-DSO-3,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-DSO-4,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-DSO-Remove,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-DSO-Remove1,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-Only,,
pru-pamb/pamb-ucd-uat_d2c,"PAMBPRUKASIH-70,-PAMBPRUKASIH-75,-PAMBPRUKASIH-74,-PAMBPRUKASIH-83",,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-PM,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-add-pvc,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70-add-pvc-2,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-70,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-73-23092024,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-73-PAMBPRUKASIH-75-PAMBPRUKASIH-83-PAMBPRUKASIH-79-PAMBPRUKASIH-80,,
pru-pamb/pamb-ucd-uat_d2c,PAMBPRUKASIH-73,,
pru-pamb/pamb-ucd-uat_d2c,Testing-Branch,,
pru-pamb/pamb-ucd-uat_d2c,Upload-Image-rescan-DevSecOps,,
pru-pamb/pamb-ucd-uat_d2c,aakashkhadke_prudential.com.sg/Jenkinsfile-1655965035852,,
pru-pamb/pamb-ucd-uat_d2c,aakashkhadke_prudential.com.sg/Jenkinsfile-1655976077983,,
pru-pamb/pamb-ucd-uat_d2c,ewallet,,
pru-pamb/pamb-ucd-uat_d2c,ewallet-DEVSECOPS-fix,,
pru-pamb/pamb-ucd-uat_d2c,ewallet-DEVSECOPS-fix-1,,
pru-pamb/pamb-ucd-uat_d2c,ewallet-DevSecOps,,
pru-pamb/pamb-ucd-uat_d2c,feature/PAMBEPFP2-248,,
pru-pamb/pamb-ucd-uat_d2c,feature/PAMBPRUKASIH-91-92-93,,
pru-pamb/pamb-ucd-uat_d2c,feature/PentestFix,,
pru-pamb/pamb-ucd-uat_d2c,feature/PentestFix1,,
pru-pamb/pamb-ucd-uat_d2c,feature/VC_Enhancement,,
pru-pamb/pamb-ucd-uat_d2c,feature/VC_Enhancement-20250206-v2,,
pru-pamb/pamb-ucd-uat_d2c,feature/VC_Enhancement-20250206,,
pru-pamb/pamb-ucd-uat_d2c,feature/VC_Enhancement-20250207,,
pru-pamb/pamb-ucd-uat_d2c,feature/VC_Enhancement-FR,,
pru-pamb/pamb-ucd-uat_d2c,feature/githubDeploy1,,
pru-pamb/pamb-ucd-uat_d2c,feature/ipay88-Aquascan,,
pru-pamb/pamb-ucd-uat_d2c,feature/ipay88-Aquascan-1,,
pru-pamb/pamb-ucd-uat_d2c,feature/ipay88,,
pru-pamb/pamb-ucd-uat_d2c,first,,
pru-pamb/pamb-ucd-uat_d2c,fix,,
pru-pamb/pamb-ucd-uat_d2c,fix-2,,
pru-pamb/pamb-ucd-uat_d2c,fix-web,,
pru-pamb/pamb-ucd-uat_d2c,fix-web-2,,
pru-pamb/pamb-ucd-uat_d2c,master,YES,D2C
pru-pamb/pamb-ucd-uat_d2c,nikhilnagesh.chodankar_prudential.com.my/Jenkinsfile-1652327320309,,
pru-pamb/pamb-ucd-prpd_d2c-delete,First-Time,,
pru-pamb/pamb-ucd-prpd_d2c-delete,NewJenkin,,
pru-pamb/pamb-ucd-prpd_d2c-delete,feature/sync,,
pru-pamb/pamb-ucd-prpd_d2c-delete,master,,
pru-pamb/pamb-ucd-prpd_d2c,00072512,,
pru-pamb/pamb-ucd-prpd_d2c,CR00072689,,
pru-pamb/pamb-ucd-prpd_d2c,First-Time,,
pru-pamb/pamb-ucd-prpd_d2c,NewJenkin,,
pru-pamb/pamb-ucd-prpd_d2c,PAMBPRUKASIH-76-20240927-change-bypassMQ-to-false,,
pru-pamb/pamb-ucd-prpd_d2c,PAMBPRUKASIH-76,,
pru-pamb/pamb-ucd-prpd_d2c,feature/CR00075198,,
pru-pamb/pamb-ucd-prpd_d2c,master,YES,D2C
pru-pamb/pamb-ucd-partnerepfsourcecode-delete,Java-Upgrade-20240314,,
pru-pamb/pamb-ucd-partnerepfsourcecode-delete,Java-Upgrade-with-OSS-Fix,,
pru-pamb/pamb-ucd-partnerepfsourcecode-delete,Upgrade-Java,,
pru-pamb/pamb-ucd-partnerepfsourcecode-delete,master,,
pru-pamb/pamb-ucd-partnerepfsourcecode,Java-Upgrade-20240314,,
pru-pamb/pamb-ucd-partnerepfsourcecode,Java-Upgrade-with-OSS-Fix,,
pru-pamb/pamb-ucd-partnerepfsourcecode,Upgrade-Java,,
pru-pamb/pamb-ucd-partnerepfsourcecode,master,NO,EPF
pru-pamb/pamb-ucd-epf_uat-delete,duplicate-fix-for-Aqoascan,,
pru-pamb/pamb-ucd-epf_uat-delete,feature/uat,,
pru-pamb/pamb-ucd-epf_uat-delete,master,,
pru-pamb/pamb-ucd-epf_uat,02516642,,
pru-pamb/pamb-ucd-epf_uat,Duplicate-fix,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.1,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.2,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.3,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.4,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.5,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.6,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.7,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.8,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-241.9,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-252-1,,
pru-pamb/pamb-ucd-epf_uat,PAMBEPFP2-252,,
pru-pamb/pamb-ucd-epf_uat,PBTBJenkin,,
pru-pamb/pamb-ucd-epf_uat,duplicate-fix-for-Aqoascan,,
pru-pamb/pamb-ucd-epf_uat,feature/Aquafix,,
pru-pamb/pamb-ucd-epf_uat,feature/DPASDecom,,
pru-pamb/pamb-ucd-epf_uat,feature/DeconDPAS20250228,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPF2-257-DevSecOps2,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC-1,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC-2,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC-3,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC-4,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC-5,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-248-VC-20250212,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-252-30Oct2024,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-252-20241104,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-252-20241105-2,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-252-20241105,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-1,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241113,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241118-4,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241119-2,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241120-1,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241120-PBTB,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241202,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241206,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-20241210,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253-test,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-253,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-257-20250106,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-257-DevSecOps,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-257-DevSecOps1,,
pru-pamb/pamb-ucd-epf_uat,feature/PAMBEPFP2-257,,
pru-pamb/pamb-ucd-epf_uat,feature/VCDevsecops2,,
pru-pamb/pamb-ucd-epf_uat,feature/deployfix3,,
pru-pamb/pamb-ucd-epf_uat,feature/deployfix4,,
pru-pamb/pamb-ucd-epf_uat,feature/dockerBuildChange,,
pru-pamb/pamb-ucd-epf_uat,feature/gha_pilot,,
pru-pamb/pamb-ucd-epf_uat,feature/github_action_patch,,
pru-pamb/pamb-ucd-epf_uat,feature/githubAction1,,
pru-pamb/pamb-ucd-epf_uat,feature/githubAction2025022701,,
pru-pamb/pamb-ucd-epf_uat,feature/githubActionDeployFix,,
pru-pamb/pamb-ucd-epf_uat,feature/githubActionDeployFix4,,
pru-pamb/pamb-ucd-epf_uat,feature/githubActionFix1,,
pru-pamb/pamb-ucd-epf_uat,feature/javaversionchange,,
pru-pamb/pamb-ucd-epf_uat,feature/patch-gh,,
pru-pamb/pamb-ucd-epf_uat,feature/vcDevsecopsFix,,
pru-pamb/pamb-ucd-epf_uat,master,YES,EPF
pru-pamb/pamb-ucd-epf_prd-delete,master,,
pru-pamb/pamb-ucd-epf_prd,CR00072512_SDLC00023812_PAMBEPFP2-245,,
pru-pamb/pamb-ucd-epf_prd,SDLC00023636---CR00071865--1)-PAMBEPFP2-242-2)-PAMBEPFP2-244-3)-PAMBEPFP2-239-4)-PAMBEPFP2-237-5)-PAMBEPFP2-243-++-Jenkin-Confige-Files-change,,
pru-pamb/pamb-ucd-epf_prd,SDLC00023636---CR00071865--1)-PAMBEPFP2-242-2)-PAMBEPFP2-244-3)-PAMBEPFP2-239-4)-PAMBEPFP2-237-5)-PAMBEPFP2-243-Update-redirect,,
pru-pamb/pamb-ucd-epf_prd,SDLC00023636---CR00071865--1)-PAMBEPFP2-242-2)-PAMBEPFP2-244-3)-PAMBEPFP2-239-4)-PAMBEPFP2-237-5)-PAMBEPFP2-243VM-Prod,,
pru-pamb/pamb-ucd-epf_prd,SDLC00023636---CR00071865--1)-PAMBEPFP2-242-2)-PAMBEPFP2-244-3)-PAMBEPFP2-239-4)-PAMBEPFP2-237-5)-PAMBEPFP2-243,,
pru-pamb/pamb-ucd-epf_prd,feature/CR00076614,,
pru-pamb/pamb-ucd-epf_prd,feature/PAMBEPFP2-253-5,,
pru-pamb/pamb-ucd-epf_prd,"feature/PAMBEPFP2-253,-PAMBEPFP2-252,-PAMBEPFP2-250-and-PAMBEPFP2-249",,
pru-pamb/pamb-ucd-epf_prd,master,YES,EPF
pru-pamb/pamb-tbr-has,feature/uat,YES,Hospital Portal (HAS)
pru-pamb/pamb-tbr-has,master,YES,Hospital Portal (HAS)
pru-pamb/pamb-smv-reset-password-tool,master,NO,
pru-pamb/pamb-smv-psp-automation-test,develop,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-3814,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-3821,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-5028,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-5037,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-5041,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-5053,NO,
pru-pamb/pamb-smv-psp-automation-test,feature/PCACOEDEVSECOPS-5636,NO,
pru-pamb/pamb-smv-psp-automation-test,master,NO,
pru-pamb/pamb-smv-pruserveplus-qlapproval,dev,NO,
pru-pamb/pamb-smv-pruserveplus-qlapproval,master,Yes,PWP QL Approval
pru-pamb/pamb-smv-pruserveplus-ipad,master,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,aug_2024_scanFixes,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,feature/jan_2025,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,feature/mar_2025,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,feature/nov_2024,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,feature/oct_2024,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,jan_2024_scanFix_March,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,jan_2024_scanFixes,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,jan_2024,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,july_2024_scanFixes,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,june_2024_scanFixes,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,march_2024_scanFixes,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,march_2024,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,master,Yes,PruservePlus
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,sep_2024_scanFixes,NO,
pru-pamb/pamb-smv-pruserveplus-backoffice-latest,uat,Yes,PruservePlus
pru-pamb/pamb-smv-pruserveplus-android,master,NO,
pru-pamb/pamb-smv-pruserveplus-admin-console,master,NO,
pru-pamb/pamb-smv-policy-search-tool,Showing-Policy-Cash-Value,NO,
pru-pamb/pamb-smv-policy-search-tool,master,NO,
pru-pamb/pamb-smv-policy-edit-tool,master,NO,
pru-pamb/pamb-se7-pamb-pruinfoplus,feature/uat,No,PruInfoPlus
pru-pamb/pamb-se7-pamb-pruinfoplus,master,No,PruInfoPlus
pru-pamb/pamb-se7-pamb-pruinfoplus,uat,No,PruInfoPlus
pru-pamb/pamb-se7-pamb-pruinfopartner,master,No,PruInfoPartner (Decomissioned)
pru-pamb/pamb-se7-pamb-pruinfopartner,uat,No,PruInfoPartner (Decomissioned)
pru-pamb/pamb-qf5-pamb-microsite-notifier,master,YES,MICROSITE NOTIFIER
pru-pamb/pamb-qf5-pamb-ebanking-notifier,master,,
pru-pamb/pamb-p2k-dpas-report,DocumentFixesOYG,,
pru-pamb/pamb-p2k-dpas-report,PKA,,
pru-pamb/pamb-p2k-dpas-report,PS/8JuneDeployment,,
pru-pamb/pamb-p2k-dpas-report,PS/27JuneDeployment,,
pru-pamb/pamb-p2k-dpas-report,feature/DPAS-SIT-Report,,
pru-pamb/pamb-p2k-dpas-report,feature/P1EPFGL,,
pru-pamb/pamb-p2k-dpas-report,feature/PartialWaiverEnrolment,,
pru-pamb/pamb-p2k-dpas-report,feature/PruPayCallbackEnquiry,,
pru-pamb/pamb-p2k-dpas-report,feature/PruPayPayload,,
pru-pamb/pamb-p2k-dpas-report,feature/Pulse,,
pru-pamb/pamb-p2k-dpas-report,feature/ReconPaymentNewType,,
pru-pamb/pamb-p2k-dpas-report,feature/amlEnhance,,
pru-pamb/pamb-p2k-dpas-report,feature/delimiterAO,,
pru-pamb/pamb-p2k-dpas-report,feature/develop/action,,
pru-pamb/pamb-p2k-dpas-report,feature/fundPerformanceSync,,
pru-pamb/pamb-p2k-dpas-report,feature/removeUnused,,
pru-pamb/pamb-p2k-dpas-report,feature/8JuneDeployment,,
pru-pamb/pamb-p2k-dpas-report,features/SUAD_SEPT_toError,,
pru-pamb/pamb-p2k-dpas-report,master,Yes,TE
pru-pamb/pamb-p2k-dpas-report,paymentTerm-change-batch-status,,
pru-pamb/pamb-p2k-dpas-report,uat_backup_20231016,,
pru-pamb/pamb-p2k-dpas-prod_report,ChangePaymentFrequency_Posting,,
pru-pamb/pamb-p2k-dpas-prod_report,feature/UPDATECUSTOMERPROFILE,,
pru-pamb/pamb-p2k-dpas-prod_report,feature/UpdateCustomerProfile_NullChecking,,
pru-pamb/pamb-p2k-dpas-prod_report,feature/develop/action,,
pru-pamb/pamb-p2k-dpas-prod_report,feature/emailhostUpdate,,
pru-pamb/pamb-p2k-dpas-prod_report,feature/hashicorp,,
pru-pamb/pamb-p2k-dpas-prod_report,feature/issueWithStamping,,
pru-pamb/pamb-p2k-dpas-prod_report,master,Yes,TE
pru-pamb/pamb-p2k-dpas-prod_report,release/syncUat,Yes,TE
pru-pamb/pamb-p2k-dpas-prod_report,release/uat,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20230727,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20231101,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20231208,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20231220_CR00064852,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20231226_CR00065553,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240105_CR02580968,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240111_CR00066590,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240118_CR02575330,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240202_CR00067195,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240207_SR02621747,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240223_CR2617589,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240226_timerFix,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240309_CR00067904,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240312_ErrorHandlingOnZTGDC,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240321_TNGCompatibility&7DigitPolNo,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240326_ChangePayoutAccountPrintIndicatorY,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240425_GL&AO_Enhancement_PSTweak,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240530_CR00068525,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240608_CR00069941,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240614_EPFForm,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240627_CR00070025,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240712_CR00070415,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240725_CR00070822,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240816_AddressCountryCodeFix,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20240914_CR00071788,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20241109_CR00072971,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20241119_CR00074000,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20250111_CR00074560,,
pru-pamb/pamb-p2k-dpas-prod_report,release/20250315_CR00075956,,
pru-pamb/pamb-p2k-dpas-prod,feature/EPFPortalAPI,,
pru-pamb/pamb-p2k-dpas-prod,feature/FundPrice&ZWPYM,,
pru-pamb/pamb-p2k-dpas-prod,feature/MayDeployment_Revert--no-delete,,
pru-pamb/pamb-p2k-dpas-prod,feature/MayDeployment,,
pru-pamb/pamb-p2k-dpas-prod,feature/PAMBPRUSERVICES-129,,
pru-pamb/pamb-p2k-dpas-prod,feature/PKARenewal,,
pru-pamb/pamb-p2k-dpas-prod,feature/Symphony2.0_Survey,,
pru-pamb/pamb-p2k-dpas-prod,feature/keyVaultIntegration,,
pru-pamb/pamb-p2k-dpas-prod,master,Yes,TE
pru-pamb/pamb-p2k-dpas-prod,release/uat,Yes,TE
pru-pamb/pamb-p2k-dpas-prod,release/updatePolDocDate,,
pru-pamb/pamb-p2k-dpas-prod,release/20230727,,
pru-pamb/pamb-p2k-dpas-prod,release/20230811,,
pru-pamb/pamb-p2k-dpas-prod,release/20231101,,
pru-pamb/pamb-p2k-dpas-prod,release/20231123,,
pru-pamb/pamb-p2k-dpas-prod,release/20231208,,
pru-pamb/pamb-p2k-dpas-prod,release/20231219_CR00064852,,
pru-pamb/pamb-p2k-dpas-prod,release/20231226_CR00065553,,
pru-pamb/pamb-p2k-dpas-prod,release/20240105_CR02580968,,
pru-pamb/pamb-p2k-dpas-prod,release/20240111_CR00066590,,
pru-pamb/pamb-p2k-dpas-prod,release/20240118_CR02575330,,
pru-pamb/pamb-p2k-dpas-prod,release/20240119_CR00066682,,
pru-pamb/pamb-p2k-dpas-prod,release/20240202_CR00067195,,
pru-pamb/pamb-p2k-dpas-prod,release/20240207_SR02621747_10PM,,
pru-pamb/pamb-p2k-dpas-prod,release/20240223_CR2617589,,
pru-pamb/pamb-p2k-dpas-prod,release/20240228_CR2470644,,
pru-pamb/pamb-p2k-dpas-prod,release/20240301_CR00067897,,
pru-pamb/pamb-p2k-dpas-prod,release/20240309_CR00067904,,
pru-pamb/pamb-p2k-dpas-prod,release/20240425_CR00068173,,
pru-pamb/pamb-p2k-dpas-prod,release/20240530_CR00068525,,
pru-pamb/pamb-p2k-dpas-prod,release/20240608_CR00069941,,
pru-pamb/pamb-p2k-dpas-prod,release/20240627_CR00070025,,
pru-pamb/pamb-p2k-dpas-prod,release/20240712_CR00070415,,
pru-pamb/pamb-p2k-dpas-prod,release/20240725_CR00070822,,
pru-pamb/pamb-p2k-dpas-prod,release/20240810_PolarisFixes,,
pru-pamb/pamb-p2k-dpas-prod,release/20240810_PruServicesEnhancement,,
pru-pamb/pamb-p2k-dpas-prod,release/20240914_CR00071788,,
pru-pamb/pamb-p2k-dpas-prod,release/20241109_CR00072971,,
pru-pamb/pamb-p2k-dpas-prod,release/20250111_CR00074560,,
pru-pamb/pamb-p2k-dpas-prod,release/20250315_CR00075956,,
pru-pamb/pamb-p2k-dpas,PKA,,
pru-pamb/pamb-p2k-dpas,PS/June_release,,
pru-pamb/pamb-p2k-dpas,PS/Remove_Trustee_Contact,,
pru-pamb/pamb-p2k-dpas,PS/party,,
pru-pamb/pamb-p2k-dpas,PS/trustee,,
pru-pamb/pamb-p2k-dpas,PS/8JuneDeployment,,
pru-pamb/pamb-p2k-dpas,PS/25JulyDeployment,,
pru-pamb/pamb-p2k-dpas,PS/27JuneDeployment,,
pru-pamb/pamb-p2k-dpas,PulseFundOYG,,
pru-pamb/pamb-p2k-dpas,SASTFixes_Henry,,
pru-pamb/pamb-p2k-dpas,SASTFixes_OYG,,
pru-pamb/pamb-p2k-dpas,SASTFixes,,
pru-pamb/pamb-p2k-dpas,epfRenewal,,
pru-pamb/pamb-p2k-dpas,feature/AllowForeignerAndSeptRelease,,
pru-pamb/pamb-p2k-dpas,feature/NewRevivalCalculation,,
pru-pamb/pamb-p2k-dpas,feature/PBTBLinkage,,
pru-pamb/pamb-p2k-dpas,feature/action-1,,
pru-pamb/pamb-p2k-dpas,feature/develop,,
pru-pamb/pamb-p2k-dpas,feature/epfRenewalFix,,
pru-pamb/pamb-p2k-dpas,feature/epfRetrigger,,
pru-pamb/pamb-p2k-dpas,feature/fixQuestionnaireUnicodeIssue,,
pru-pamb/pamb-p2k-dpas,feature/fundDashboard,,
pru-pamb/pamb-p2k-dpas,feature/fundSearch&Compare,,
pru-pamb/pamb-p2k-dpas,feature/keyVaultIntergration,,
pru-pamb/pamb-p2k-dpas,feature/removeUnused,,
pru-pamb/pamb-p2k-dpas,feature/testAction,,
pru-pamb/pamb-p2k-dpas,master_paymentRecon_addPaymentType,,
pru-pamb/pamb-p2k-dpas,master_polarisFix_Hen,,
